symptom,predictedDisease,healthFactor,ageGroup,severity,userPreference,conventionalMedicine,alternativeMedicine,conventionalMedicineRating,alternativeMedicineRating
shortness of breath,Asthma,diabetes,child,severe,no preference,Albuterol,"Yoga, Quercetin",4.3,3.8
cough,Common Cold,obesity,child,moderate,pharmaceutical,Dextromethorphan,"Mulethi, Honey & Ginger",3.6,4.1
joint pain,Arthritis,diabetes,senior,moderate,herbal,Ibuprofen,"Boswellia, Turmeric",4.6,3.8
shortness of breath,Asthma,diabetes,adult,moderate,herbal,Albuterol,"Deep Breathing, Yoga",4.0,3.6
insomnia,Sleep Disorder,heart disease,senior,severe,no preference,Melatonin,"Passionflower, Lavender Oil",4.2,4.3
nausea,Gastroenteritis,asthma,senior,moderate,pharmaceutical,Ondansetron,"Ginger, Peppermint Oil",4.1,4.1
muscle pain,Fibromyalgia,hypertension,adult,severe,herbal,Diclofenac,"Eucalyptus Oil, Massage Therapy",4.0,3.1
fever,Viral Infection,heart disease,senior,mild,herbal,Ibuprofen,"Elderberry, Tulsi Tea",4.0,4.5
dizziness,Vertigo,heart disease,senior,severe,no preference,Meclizine,"Ginseng, Ginger",3.6,4.0
insomnia,Sleep Disorder,diabetes,child,severe,pharmaceutical,Melatonin,"Passionflower, Lavender Oil",3.5,4.2
fatigue,Chronic Fatigue Syndrome,obesity,child,moderate,herbal,Vitamin B12,"Rhodiola, Ashwagandha",4.6,4.8
fever,Viral Infection,diabetes,adult,moderate,herbal,Ibuprofen,"Giloy, Tulsi Tea",3.6,4.6
skin rash,Allergic Reaction,asthma,adult,moderate,herbal,Antihistamine,"Oatmeal, Aloe Vera",4.3,3.8
stomach pain,Gastritis,hypertension,child,moderate,no preference,Omeprazole,"Probiotics, Chamomile",4.9,3.1
headache,Migraine,diabetes,child,mild,pharmaceutical,Paracetamol,"Butterbur, Feverfew",4.1,3.8
fever,Viral Infection,heart disease,child,moderate,pharmaceutical,Ibuprofen,"Giloy, Elderberry",4.1,3.5
joint pain,Arthritis,diabetes,senior,severe,pharmaceutical,Ibuprofen,"Turmeric, Devil’s Claw",3.7,3.9
skin rash,Allergic Reaction,asthma,adult,mild,pharmaceutical,Antihistamine,"Calendula, Oatmeal",4.3,4.8
stomach pain,Gastritis,hypertension,child,severe,no preference,Omeprazole,"Chamomile, Fennel Seeds",4.6,4.6
headache,Migraine,no known condition,senior,severe,pharmaceutical,Paracetamol,"Magnesium, Feverfew",4.5,4.6
skin rash,Allergic Reaction,allergies,adult,severe,herbal,Antihistamine,"Calendula, Aloe Vera",4.4,3.5
insomnia,Sleep Disorder,diabetes,adult,severe,herbal,Melatonin,"Magnesium, Passionflower",4.3,3.7
headache,Migraine,allergies,child,moderate,pharmaceutical,Paracetamol,"Magnesium, Feverfew",3.7,3.2
stomach pain,Gastritis,no known condition,adult,severe,pharmaceutical,Omeprazole,"Fennel Seeds, Probiotics",5.0,4.3
shortness of breath,Asthma,heart disease,senior,severe,pharmaceutical,Albuterol,"Yoga, Deep Breathing",3.6,3.7
insomnia,Sleep Disorder,diabetes,child,severe,no preference,Melatonin,"Lavender Oil, Passionflower",3.7,3.6
sore throat,Strep Throat,allergies,senior,mild,pharmaceutical,Throat Lozenges,"Saltwater Gargle, Licorice Root Tea",3.6,3.6
fever,Viral Infection,diabetes,adult,moderate,no preference,Ibuprofen,"Tulsi Tea, Giloy",3.7,4.9
joint pain,Arthritis,no known condition,senior,mild,pharmaceutical,Ibuprofen,"Boswellia, Devil’s Claw",4.5,3.5
dizziness,Vertigo,asthma,senior,mild,pharmaceutical,Meclizine,"Bacopa, Ginger",3.8,3.3
skin rash,Allergic Reaction,diabetes,senior,mild,no preference,Antihistamine,"Oatmeal, Aloe Vera",3.8,3.8
insomnia,Sleep Disorder,diabetes,adult,moderate,no preference,Melatonin,"Passionflower, Magnesium",4.8,3.9
nausea,Gastroenteritis,heart disease,senior,mild,pharmaceutical,Ondansetron,"Ginger, Lemon Balm",4.7,3.8
insomnia,Sleep Disorder,obesity,senior,mild,no preference,Melatonin,"Magnesium, Lavender Oil",4.5,3.5
sore throat,Strep Throat,heart disease,adult,severe,herbal,Throat Lozenges,"Slippery Elm, Licorice Root Tea",4.0,4.3
headache,Migraine,hypertension,adult,moderate,herbal,Paracetamol,"Feverfew, Magnesium",3.6,4.1
stomach pain,Gastritis,no known condition,child,severe,pharmaceutical,Omeprazole,"Chamomile, Fennel Seeds",3.9,4.8
nausea,Gastroenteritis,no known condition,adult,severe,no preference,Ondansetron,"Lemon Balm, Ginger",4.3,3.2
cough,Common Cold,allergies,child,mild,no preference,Dextromethorphan,"Mulethi, Honey & Ginger",4.5,3.3
sore throat,Strep Throat,obesity,adult,mild,pharmaceutical,Throat Lozenges,"Saltwater Gargle, Licorice Root Tea",4.7,3.2
skin rash,Allergic Reaction,heart disease,child,moderate,pharmaceutical,Antihistamine,"Oatmeal, Aloe Vera",3.7,3.8
anxiety,Generalized Anxiety Disorder,heart disease,senior,severe,no preference,Alprazolam,"Valerian Root, L-Theanine",4.8,3.5
fever,Viral Infection,no known condition,senior,mild,herbal,Ibuprofen,"Tulsi Tea, Giloy",3.7,4.7
cough,Common Cold,no known condition,child,severe,no preference,Dextromethorphan,"Honey & Ginger, Mulethi",4.6,4.1
fever,Viral Infection,hypertension,senior,moderate,no preference,Ibuprofen,"Giloy, Tulsi Tea",3.7,3.3
anxiety,Generalized Anxiety Disorder,obesity,senior,mild,no preference,Alprazolam,"Chamomile, Valerian Root",4.4,3.8
sore throat,Strep Throat,hypertension,senior,moderate,herbal,Throat Lozenges,"Slippery Elm, Licorice Root Tea",3.9,3.7
shortness of breath,Asthma,no known condition,senior,severe,herbal,Albuterol,"Yoga, Quercetin",4.0,4.0
sore throat,Strep Throat,allergies,senior,moderate,no preference,Throat Lozenges,"Licorice Root Tea, Slippery Elm",3.7,3.9
joint pain,Arthritis,allergies,child,moderate,herbal,Ibuprofen,"Devil’s Claw, Turmeric",3.8,3.6
joint pain,Arthritis,heart disease,senior,mild,pharmaceutical,Ibuprofen,"Turmeric, Devil’s Claw",4.6,4.0
sore throat,Strep Throat,heart disease,senior,mild,herbal,Throat Lozenges,"Saltwater Gargle, Licorice Root Tea",4.5,4.1
insomnia,Sleep Disorder,no known condition,adult,severe,herbal,Melatonin,"Lavender Oil, Magnesium",3.8,3.1
nausea,Gastroenteritis,heart disease,adult,mild,herbal,Ondansetron,"Peppermint Oil, Lemon Balm",4.9,3.3
skin rash,Allergic Reaction,allergies,adult,severe,no preference,Antihistamine,"Oatmeal, Calendula",4.9,3.6
insomnia,Sleep Disorder,asthma,adult,moderate,pharmaceutical,Melatonin,"Passionflower, Magnesium",4.6,3.6
fatigue,Chronic Fatigue Syndrome,obesity,child,severe,herbal,Vitamin B12,"Rhodiola, Ginseng",4.9,3.5
sore throat,Strep Throat,allergies,child,moderate,herbal,Throat Lozenges,"Saltwater Gargle, Licorice Root Tea",3.7,4.6
nausea,Gastroenteritis,allergies,senior,mild,no preference,Ondansetron,"Peppermint Oil, Lemon Balm",4.9,3.7
nausea,Gastroenteritis,hypertension,child,moderate,no preference,Ondansetron,"Ginger, Lemon Balm",3.5,4.9
headache,Migraine,obesity,adult,severe,no preference,Paracetamol,"Butterbur, Feverfew",4.6,4.1
cough,Common Cold,no known condition,senior,mild,no preference,Dextromethorphan,"Mulethi, Honey & Ginger",3.7,3.8
muscle pain,Fibromyalgia,no known condition,child,severe,pharmaceutical,Diclofenac,"Eucalyptus Oil, Arnica",4.6,4.9
sore throat,Strep Throat,heart disease,adult,moderate,pharmaceutical,Throat Lozenges,"Licorice Root Tea, Saltwater Gargle",4.0,4.8
stomach pain,Gastritis,heart disease,child,mild,herbal,Omeprazole,"Probiotics, Chamomile",4.1,3.5
muscle pain,Fibromyalgia,obesity,senior,severe,pharmaceutical,Diclofenac,"Massage Therapy, Eucalyptus Oil",4.2,4.8
shortness of breath,Asthma,allergies,adult,severe,pharmaceutical,Albuterol,"Quercetin, Deep Breathing",4.8,3.6
shortness of breath,Asthma,asthma,child,moderate,pharmaceutical,Albuterol,"Yoga, Deep Breathing",4.7,4.1
shortness of breath,Asthma,hypertension,senior,mild,no preference,Albuterol,"Yoga, Quercetin",4.1,3.3
sore throat,Strep Throat,no known condition,child,mild,pharmaceutical,Throat Lozenges,"Slippery Elm, Licorice Root Tea",4.3,3.3
joint pain,Arthritis,heart disease,senior,moderate,herbal,Ibuprofen,"Boswellia, Turmeric",4.7,3.7
headache,Migraine,asthma,senior,moderate,pharmaceutical,Paracetamol,"Feverfew, Butterbur",3.7,4.0
headache,Migraine,asthma,senior,severe,herbal,Paracetamol,"Butterbur, Feverfew",5.0,3.6
sore throat,Strep Throat,hypertension,adult,mild,no preference,Throat Lozenges,"Slippery Elm, Saltwater Gargle",3.7,3.5
fatigue,Chronic Fatigue Syndrome,diabetes,child,severe,pharmaceutical,Vitamin B12,"Ginseng, Rhodiola",4.9,4.9
shortness of breath,Asthma,allergies,senior,severe,no preference,Albuterol,"Deep Breathing, Quercetin",4.1,4.9
dizziness,Vertigo,allergies,adult,mild,herbal,Meclizine,"Ginseng, Bacopa",4.2,4.3
joint pain,Arthritis,diabetes,senior,moderate,pharmaceutical,Ibuprofen,"Devil’s Claw, Turmeric",5.0,4.5
muscle pain,Fibromyalgia,obesity,senior,moderate,no preference,Diclofenac,"Eucalyptus Oil, Arnica",4.0,4.7
cough,Common Cold,heart disease,child,mild,pharmaceutical,Dextromethorphan,"Thyme Tea, Mulethi",4.0,3.4
nausea,Gastroenteritis,asthma,senior,moderate,pharmaceutical,Ondansetron,"Peppermint Oil, Ginger",4.2,3.4
stomach pain,Gastritis,asthma,adult,mild,no preference,Omeprazole,"Chamomile, Fennel Seeds",4.0,4.2
sore throat,Strep Throat,no known condition,adult,severe,pharmaceutical,Throat Lozenges,"Slippery Elm, Licorice Root Tea",4.8,4.2
stomach pain,Gastritis,asthma,child,severe,herbal,Omeprazole,"Probiotics, Fennel Seeds",4.2,4.6
cough,Common Cold,obesity,adult,mild,herbal,Dextromethorphan,"Mulethi, Honey & Ginger",4.9,4.2
anxiety,Generalized Anxiety Disorder,allergies,child,mild,no preference,Alprazolam,"Chamomile, L-Theanine",4.4,3.3
anxiety,Generalized Anxiety Disorder,no known condition,senior,moderate,pharmaceutical,Alprazolam,"L-Theanine, Valerian Root",4.3,4.9
headache,Migraine,asthma,child,moderate,pharmaceutical,Paracetamol,"Butterbur, Magnesium",3.8,4.3
muscle pain,Fibromyalgia,asthma,adult,mild,pharmaceutical,Diclofenac,"Eucalyptus Oil, Arnica",4.8,3.4
fatigue,Chronic Fatigue Syndrome,no known condition,senior,severe,no preference,Vitamin B12,"Rhodiola, Ginseng",4.0,3.8
stomach pain,Gastritis,allergies,child,moderate,pharmaceutical,Omeprazole,"Probiotics, Fennel Seeds",4.2,4.3
fever,Viral Infection,no known condition,senior,severe,herbal,Ibuprofen,"Tulsi Tea, Elderberry",4.8,3.1
muscle pain,Fibromyalgia,heart disease,senior,severe,herbal,Diclofenac,"Arnica, Massage Therapy",4.4,3.1
cough,Common Cold,asthma,child,moderate,no preference,Dextromethorphan,"Thyme Tea, Honey & Ginger",4.8,4.8
fever,Viral Infection,asthma,senior,moderate,pharmaceutical,Ibuprofen,"Giloy, Elderberry",4.6,3.5
cough,Common Cold,no known condition,child,mild,no preference,Dextromethorphan,"Thyme Tea, Mulethi",4.6,3.2
fever,Viral Infection,no known condition,adult,moderate,pharmaceutical,Ibuprofen,"Giloy, Elderberry",3.9,3.4
shortness of breath,Asthma,obesity,senior,moderate,no preference,Albuterol,"Quercetin, Deep Breathing",3.6,3.9
dizziness,Vertigo,hypertension,child,moderate,no preference,Meclizine,"Ginger, Ginseng",4.0,4.6
joint pain,Arthritis,obesity,senior,mild,pharmaceutical,Ibuprofen,"Turmeric, Devil’s Claw",4.8,3.6
muscle pain,Fibromyalgia,asthma,child,moderate,herbal,Diclofenac,"Eucalyptus Oil, Arnica",3.5,4.8
stomach pain,Gastritis,hypertension,child,severe,no preference,Omeprazole,"Chamomile, Fennel Seeds",4.2,3.9
skin rash,Allergic Reaction,heart disease,senior,severe,herbal,Antihistamine,"Oatmeal, Calendula",4.2,3.2
joint pain,Arthritis,diabetes,adult,moderate,herbal,Ibuprofen,"Boswellia, Turmeric",4.5,4.6
skin rash,Allergic Reaction,asthma,child,mild,pharmaceutical,Antihistamine,"Aloe Vera, Calendula",4.0,4.6
fatigue,Chronic Fatigue Syndrome,hypertension,senior,mild,herbal,Vitamin B12,"Rhodiola, Ginseng",4.8,4.1
insomnia,Sleep Disorder,heart disease,senior,severe,no preference,Melatonin,"Magnesium, Lavender Oil",4.6,4.6
insomnia,Sleep Disorder,allergies,adult,mild,pharmaceutical,Melatonin,"Magnesium, Passionflower",3.7,3.4
anxiety,Generalized Anxiety Disorder,allergies,senior,severe,no preference,Alprazolam,"Chamomile, L-Theanine",4.6,3.7
dizziness,Vertigo,allergies,senior,mild,no preference,Meclizine,"Ginger, Ginseng",3.6,3.9
muscle pain,Fibromyalgia,diabetes,child,severe,no preference,Diclofenac,"Massage Therapy, Eucalyptus Oil",4.6,4.4
cough,Common Cold,allergies,senior,moderate,no preference,Dextromethorphan,"Mulethi, Thyme Tea",4.6,3.5
stomach pain,Gastritis,asthma,adult,severe,no preference,Omeprazole,"Chamomile, Fennel Seeds",3.9,3.5
joint pain,Arthritis,hypertension,child,severe,pharmaceutical,Ibuprofen,"Devil’s Claw, Turmeric",3.7,3.9
anxiety,Generalized Anxiety Disorder,obesity,child,severe,no preference,Alprazolam,"Valerian Root, L-Theanine",4.5,4.3
joint pain,Arthritis,obesity,senior,severe,no preference,Ibuprofen,"Boswellia, Devil’s Claw",4.4,4.4
dizziness,Vertigo,hypertension,child,moderate,no preference,Meclizine,"Ginger, Bacopa",4.8,3.8
muscle pain,Fibromyalgia,diabetes,child,severe,pharmaceutical,Diclofenac,"Arnica, Eucalyptus Oil",3.9,4.0
stomach pain,Gastritis,diabetes,child,mild,herbal,Omeprazole,"Fennel Seeds, Chamomile",3.7,4.6
stomach pain,Gastritis,allergies,adult,mild,pharmaceutical,Omeprazole,"Chamomile, Probiotics",4.4,3.7
muscle pain,Fibromyalgia,heart disease,adult,severe,herbal,Diclofenac,"Eucalyptus Oil, Arnica",5.0,3.5
nausea,Gastroenteritis,no known condition,adult,severe,pharmaceutical,Ondansetron,"Lemon Balm, Ginger",4.5,4.8
joint pain,Arthritis,obesity,child,severe,herbal,Ibuprofen,"Boswellia, Turmeric",3.7,4.2
muscle pain,Fibromyalgia,no known condition,senior,mild,herbal,Diclofenac,"Arnica, Eucalyptus Oil",3.8,3.3
sore throat,Strep Throat,obesity,senior,mild,no preference,Throat Lozenges,"Saltwater Gargle, Licorice Root Tea",4.2,3.8
nausea,Gastroenteritis,hypertension,adult,moderate,no preference,Ondansetron,"Ginger, Peppermint Oil",4.9,4.8
insomnia,Sleep Disorder,allergies,senior,severe,herbal,Melatonin,"Lavender Oil, Passionflower",4.2,3.8
fatigue,Chronic Fatigue Syndrome,no known condition,child,mild,pharmaceutical,Vitamin B12,"Ginseng, Rhodiola",3.7,3.0
joint pain,Arthritis,asthma,adult,moderate,herbal,Ibuprofen,"Boswellia, Devil’s Claw",3.5,4.9
headache,Migraine,heart disease,child,mild,herbal,Paracetamol,"Feverfew, Butterbur",4.0,4.3
insomnia,Sleep Disorder,diabetes,child,mild,pharmaceutical,Melatonin,"Magnesium, Passionflower",4.1,4.2
nausea,Gastroenteritis,asthma,child,moderate,pharmaceutical,Ondansetron,"Peppermint Oil, Lemon Balm",4.0,3.7
joint pain,Arthritis,no known condition,senior,mild,no preference,Ibuprofen,"Turmeric, Devil’s Claw",4.3,4.3
shortness of breath,Asthma,obesity,senior,moderate,no preference,Albuterol,"Yoga, Deep Breathing",3.7,3.6
skin rash,Allergic Reaction,hypertension,child,mild,herbal,Antihistamine,"Calendula, Oatmeal",4.4,3.6
anxiety,Generalized Anxiety Disorder,heart disease,senior,severe,pharmaceutical,Alprazolam,"L-Theanine, Valerian Root",4.0,3.0
cough,Common Cold,asthma,child,moderate,herbal,Dextromethorphan,"Honey & Ginger, Mulethi",4.0,4.7
muscle pain,Fibromyalgia,obesity,senior,mild,no preference,Diclofenac,"Arnica, Eucalyptus Oil",4.0,4.5
shortness of breath,Asthma,hypertension,senior,mild,no preference,Albuterol,"Deep Breathing, Yoga",4.4,3.8
nausea,Gastroenteritis,allergies,adult,severe,herbal,Ondansetron,"Ginger, Peppermint Oil",4.0,4.8
insomnia,Sleep Disorder,allergies,child,moderate,no preference,Melatonin,"Magnesium, Lavender Oil",4.8,4.5
muscle pain,Fibromyalgia,hypertension,adult,mild,pharmaceutical,Diclofenac,"Eucalyptus Oil, Arnica",3.6,3.8
nausea,Gastroenteritis,asthma,senior,severe,pharmaceutical,Ondansetron,"Peppermint Oil, Lemon Balm",3.6,3.0
skin rash,Allergic Reaction,allergies,adult,mild,pharmaceutical,Antihistamine,"Calendula, Oatmeal",4.0,3.2
muscle pain,Fibromyalgia,asthma,child,mild,no preference,Diclofenac,"Arnica, Eucalyptus Oil",4.4,3.7
sore throat,Strep Throat,obesity,senior,severe,herbal,Throat Lozenges,"Slippery Elm, Saltwater Gargle",3.9,4.0
nausea,Gastroenteritis,hypertension,adult,mild,no preference,Ondansetron,"Ginger, Lemon Balm",4.8,3.1
anxiety,Generalized Anxiety Disorder,diabetes,senior,mild,no preference,Alprazolam,"Chamomile, L-Theanine",4.3,3.5
skin rash,Allergic Reaction,allergies,adult,severe,no preference,Antihistamine,"Oatmeal, Calendula",3.9,4.2
insomnia,Sleep Disorder,diabetes,child,severe,pharmaceutical,Melatonin,"Magnesium, Lavender Oil",4.8,4.3
headache,Migraine,allergies,senior,moderate,herbal,Paracetamol,"Magnesium, Butterbur",4.0,4.3
stomach pain,Gastritis,heart disease,child,severe,herbal,Omeprazole,"Chamomile, Fennel Seeds",3.7,4.1
insomnia,Sleep Disorder,heart disease,adult,moderate,herbal,Melatonin,"Magnesium, Lavender Oil",3.6,4.8
fatigue,Chronic Fatigue Syndrome,asthma,adult,severe,pharmaceutical,Vitamin B12,"Ginseng, Rhodiola",4.3,4.5
sore throat,Strep Throat,asthma,senior,severe,no preference,Throat Lozenges,"Slippery Elm, Licorice Root Tea",3.9,4.8
joint pain,Arthritis,hypertension,child,severe,herbal,Ibuprofen,"Devil’s Claw, Boswellia",3.8,4.0
insomnia,Sleep Disorder,no known condition,child,moderate,pharmaceutical,Melatonin,"Lavender Oil, Passionflower",4.0,3.3
shortness of breath,Asthma,allergies,adult,moderate,no preference,Albuterol,"Deep Breathing, Quercetin",3.8,4.2
stomach pain,Gastritis,diabetes,adult,severe,herbal,Omeprazole,"Chamomile, Fennel Seeds",3.8,3.3
skin rash,Allergic Reaction,asthma,adult,mild,no preference,Antihistamine,"Aloe Vera, Calendula",3.7,4.3
anxiety,Generalized Anxiety Disorder,asthma,senior,severe,pharmaceutical,Alprazolam,"Chamomile, Valerian Root",5.0,3.2
sore throat,Strep Throat,obesity,adult,mild,herbal,Throat Lozenges,"Slippery Elm, Licorice Root Tea",3.8,3.9
joint pain,Arthritis,no known condition,senior,moderate,herbal,Ibuprofen,"Devil’s Claw, Turmeric",4.3,3.7
stomach pain,Gastritis,hypertension,adult,severe,no preference,Omeprazole,"Probiotics, Chamomile",4.5,4.5
shortness of breath,Asthma,allergies,child,moderate,pharmaceutical,Albuterol,"Quercetin, Yoga",4.7,4.6
shortness of breath,Asthma,no known condition,senior,moderate,no preference,Albuterol,"Yoga, Quercetin",4.7,4.6
nausea,Gastroenteritis,hypertension,senior,mild,herbal,Ondansetron,"Lemon Balm, Peppermint Oil",4.4,3.5
muscle pain,Fibromyalgia,no known condition,senior,mild,pharmaceutical,Diclofenac,"Arnica, Massage Therapy",3.7,4.8
headache,Migraine,heart disease,child,severe,no preference,Paracetamol,"Magnesium, Feverfew",4.1,4.7
skin rash,Allergic Reaction,heart disease,senior,severe,pharmaceutical,Antihistamine,"Oatmeal, Aloe Vera",3.7,4.7
skin rash,Allergic Reaction,allergies,senior,moderate,no preference,Antihistamine,"Oatmeal, Calendula",4.3,5.0
dizziness,Vertigo,obesity,child,moderate,pharmaceutical,Meclizine,"Ginger, Bacopa",4.8,3.3
headache,Migraine,asthma,child,severe,no preference,Paracetamol,"Magnesium, Feverfew",4.3,4.5
nausea,Gastroenteritis,heart disease,senior,moderate,pharmaceutical,Ondansetron,"Ginger, Lemon Balm",3.8,3.8
headache,Migraine,no known condition,child,moderate,no preference,Paracetamol,"Feverfew, Magnesium",3.9,4.6
anxiety,Generalized Anxiety Disorder,allergies,senior,moderate,no preference,Alprazolam,"Valerian Root, L-Theanine",3.6,4.3
stomach pain,Gastritis,heart disease,child,moderate,no preference,Omeprazole,"Fennel Seeds, Chamomile",4.6,3.1
headache,Migraine,obesity,senior,mild,herbal,Paracetamol,"Magnesium, Feverfew",3.5,4.8
fatigue,Chronic Fatigue Syndrome,obesity,child,severe,no preference,Vitamin B12,"Rhodiola, Ashwagandha",4.9,4.4
skin rash,Allergic Reaction,asthma,senior,moderate,no preference,Antihistamine,"Calendula, Aloe Vera",3.9,3.2
fever,Viral Infection,asthma,adult,severe,herbal,Ibuprofen,"Elderberry, Giloy",4.8,3.8
skin rash,Allergic Reaction,heart disease,adult,severe,herbal,Antihistamine,"Calendula, Oatmeal",4.4,3.9
stomach pain,Gastritis,allergies,adult,mild,pharmaceutical,Omeprazole,"Probiotics, Fennel Seeds",4.6,4.5
muscle pain,Fibromyalgia,hypertension,adult,moderate,no preference,Diclofenac,"Massage Therapy, Eucalyptus Oil",3.7,3.5
shortness of breath,Asthma,obesity,senior,moderate,no preference,Albuterol,"Yoga, Deep Breathing",3.9,3.1
anxiety,Generalized Anxiety Disorder,diabetes,child,severe,pharmaceutical,Alprazolam,"Valerian Root, Chamomile",3.8,3.6
shortness of breath,Asthma,heart disease,senior,moderate,pharmaceutical,Albuterol,"Deep Breathing, Yoga",4.0,4.7
insomnia,Sleep Disorder,diabetes,child,mild,herbal,Melatonin,"Magnesium, Lavender Oil",4.7,3.4
muscle pain,Fibromyalgia,no known condition,child,severe,pharmaceutical,Diclofenac,"Eucalyptus Oil, Arnica",3.7,3.3
